,id,Venue,Locality,Sector,Venue Latitude,Venue Longitude,Local Latitude,Local Longitude,Distance
6122,48924,Shalimar,Saki Naka,East,19.1070374698,72.8843803704,19.1082208,72.8835824,155.92386541486414
5604,16540235,The Big Apple Baking Co.,Vile Parle (East),West,19.097670855,72.8486466408,19.0962884,72.8483799,156.15813185106592
1205,18925221,Cafe Irani,Dongri,South,18.9608535736,72.8371124715,18.9622265,72.836795,156.17224983590336
9,18461704,Francesco's Pizzeria,Colaba,South,18.915686,72.824623,18.915091,72.8259691,156.19281316311273
6924,18310364,Triple F,Versova,West,19.1289374056,72.8219073638,19.13025205,72.8213774957082,156.32341123001603
6011,19555486,Tadka Ustaad,Juhu,West,19.1072001946,72.8260503499,19.1070215,72.8275275,156.3712192051585
7918,19060178,Healthy Bite,Oshiwara,West,19.149618224,72.8328950331,19.1502437,72.8342294,156.37281695210783
1309,19597113,Vijay Dairy Farm & Sweets Mart,Grant Road,South,18.9630544412,72.813357152,18.9644472,72.8135727,156.41946213876673
4204,19519995,Sai Baba Juice Centre,Bandra (West),West,19.0595596,72.8295287,19.0583358,72.8302669,156.54525003989414
4205,19454077,Z Cafe Lounge,Bandra (West),West,19.0595596,72.8295287,19.0583358,72.8302669,156.54525003989414
6925,37054,Amritsari Tadka,Versova,West,19.1289874542,72.822035104,19.13025205,72.8213774957082,156.57248151295963
8113,19006612,Aagri Katta Hotel,Goregaon (West),North,19.1641441162,72.8399824351,19.1633281,72.8411995,156.66314196162136
407,18806251,Mamma's Food Magic,Hutatma Chowk,South,18.9327968634,72.8327666223,18.933307,72.831377,156.68229723633144
1520,40558,Sarvi,Nagpada,South,18.9667785057,72.8287858889,18.9681782,72.8286009,156.75140651807243
6615,18983239,The Shake Co,MIDC,West,19.1194469027,72.8636559471,19.1205119,72.8646365,156.86159913027234
6616,19523962,Nagori Tea Point,MIDC,West,19.1194190259,72.8636891395,19.1205119,72.8646365,156.98074801818507
5112,18587852,Entisi Chocolatier,Tagore Road,West,19.081784257,72.8347420692,19.0821047,72.836199,157.09449641167978
8606,46328,Classic Comfort,Dindoshi,North,19.175399417,72.8691947088,19.1740198,72.8695219,157.10938474096756
2715,18291410,Chai Pe Charcha,Prabhadevi,South,19.0134977392,72.8276432678,19.0148811,72.8279556,157.1893582899821
969,36297,Golden Star Thali,Girgaon,South,18.9529843066,72.8174042702,18.9543165,72.8179082,157.2290381868635
4703,47772,Shree Krishna,Vidya Nagari,West,19.0713413814,72.8618662432,19.0723479,72.8629187,157.2521251706297
5605,19356280,Papillon,Vile Parle (East),West,19.0976930326,72.8485695273,19.0962884,72.8483799,157.3549769648835
6012,19456768,House Of Candy,Juhu,West,19.1074759278,72.8261080384,19.1070215,72.8275275,157.36990715080802
9601,18661951,Royal Rajput Soda Pub,Charkop,North,19.2154386293,72.826413475,19.2141193,72.8258652,157.4951277651361
6013,18762537,Arockiya Mata,Juhu,West,19.1080338196,72.8264775127,19.1070215,72.8275275,157.5129859569345
7919,19342923,Raisa Rasoi,Oshiwara,West,19.150981,72.835514,19.1502437,72.8342294,157.79049293363101
7703,18963920,Madras Cafe,Bhandup West,East,19.1454684581,72.935192138,19.1462636,72.9339461,157.85444629788253
5113,18324094,Yellow Apron,Tagore Road,West,19.0813450973,72.8374702111,19.0821047,72.836199,157.94891065884113
8607,19538610,Flavorish The Gourmet Cake Shop,Dindoshi,North,19.173325,72.868209,19.1740198,72.8695219,157.95881422155406
4206,19177240,La Loca Maria,Bandra (West),West,19.059485,72.82938,19.0583358,72.8302669,158.07051100064606
970,49799,Jai Hind Hotel,Girgaon,South,18.9557240218,72.8176889196,18.9543165,72.8179082,158.09976113886765
9405,19519722,Chai Pe Charcha,Thakur Village,North,19.2091,72.874566,19.2097189,72.8759248,158.3093699965351
7801,18984718,Palate Casual Dining And Kitchen,Bhandup (East),East,19.1491355364,72.9484445974,19.1485568,72.9470657,158.39554767045055
6926,18758049,Amritsar Tadka  A 1 Chinese,Versova,West,19.1289630635,72.8220230341,19.13025205,72.8213774957082,158.46355145654542
971,18998758,Merwans Cake Stop,Girgaon,South,18.9555794268,72.8186092526,18.9543165,72.8179082,158.50831231147788
9704,19510118,Jain Dugdhalay,Borivali East,North,19.2270335902,72.8604580835,19.2267228,72.8619328,158.54460663249773
8608,18234182,Om Snacks,Dindoshi,North,19.1727478829,72.8688369691,19.1740198,72.8695219,158.57443709855974
9931,19337716,Food Lord The Dining Bar,Borivali West,North,19.230718,72.848701,19.2294561,72.8479905,158.81330868621663
10109,19327785,3 Star Style Chinese,Dahisar,North,19.2481313116,72.8590355068,19.2494501,72.8596206,158.88680534491337
3023,19596992,On The Grillz -Grill Eat Repeat,Dadar,South,19.0205086,72.8420963,19.019282,72.8428757,159.00967164707922
4333,19536393,Laapasoo - Time for good Taste,Bandra (East),West,19.0629986,72.8492795,19.0616565,72.8498111,159.24998452930635
4616,48613,Feast Cakes and Bakes,Tilak Nagar,East,19.0690500522,72.899354808,19.0692377,72.8978464,159.79019664572235
1310,19497185,Saranga Resto,Grant Road,South,18.9653745004,72.8147348017,18.9644472,72.8135727,159.79356731315667
809,32544,Adarsh Annapoorna,Kalbadevi,South,18.9505077429,72.8286943585,18.9492575,72.8279382,160.05818105963553
6617,19258195,Urban Burger,MIDC,West,19.120623,72.863116,19.1205119,72.8646365,160.12080456706897
9602,18552914,Snaxie - The Food Joint,Charkop,North,19.215471872,72.8263913468,19.2141193,72.8258652,160.1241910394759
7704,36190,The Madras Cafe,Bhandup West,East,19.1454428028,72.9352008551,19.1462636,72.9339461,160.21928779523935
8407,17715222,Shree Swami Samarth Snacks Bar,Mulund (East),East,19.1718899966,72.9607636482,19.1704719,72.9610447,160.32352927224142
3019,18250613,Cafe Mani,Dadar,South,19.0200385771,72.8415749967,19.019282,72.8428757,160.44233074937435
6507,19211565,9th Street Pizzeria,Powai,East,19.120154908,72.9071590304,19.1187195,72.9073476,160.7339338099775
972,18079822,Jai Malhar,Girgaon,South,18.9556986543,72.8174535558,18.9543165,72.8179082,160.85307230522207
8609,19116635,UNS Biryanis And Kebabs,Dindoshi,North,19.175469402,72.8695645183,19.1740198,72.8695219,161.1492830030944
973,18716495,CP Tank Pasta,Girgaon,South,18.9528917136,72.818194516,18.9543165,72.8179082,161.16378541231134
7920,40236,Mother's Bakery,Oshiwara,West,19.1494459262,72.832945995,19.1502437,72.8342294,161.2778690999261
408,38281,Apna's Kabab's Roll's,Hutatma Chowk,South,18.9325475931,72.8326878324,18.933307,72.831377,161.57485842457925
974,44143,Jayshree,Girgaon,South,18.9529145447,72.8183165565,18.9543165,72.8179082,161.5959982251735
2716,38220,Ashok Restaurant,Prabhadevi,South,19.0161518257,72.8287044168,19.0148811,72.8279556,161.64571147658432
5114,38919,Ram And Shyam,Tagore Road,West,19.08125416,72.8374480829,19.0821047,72.836199,161.6815359524582
5205,18762339,Sagar Food Point,Sen Nagar,West,19.0829350656,72.8449559212,19.0828321,72.8434193,161.77865680087365
3809,17830860,Gurukrupa Sandwich And Frankie Corner,Sion East,West,19.0441757966,72.8648076206,19.0428153,72.8653563,161.79868647214434
7705,32514,Kamal Vihar,Bhandup West,East,19.1453408152,72.9351405054,19.1462636,72.9339461,161.97915163948932
9132,34777,Uncle's Kitchen,Orlem,North,19.1940403368,72.837494351,19.1944819,72.8389662,162.07343890728234
1206,19290977,Bombay King Burger,Dongri,South,18.960854,72.837321,18.9622265,72.836795,162.2282158383111
975,19103104,Sonal Food Plaza,Girgaon,South,18.9528577839,72.8179708868,18.9543165,72.8179082,162.23382614798518
9406,34596,Nirvana,Thakur Village,North,19.2109609,72.8767374,19.2097189,72.8759248,162.2347912110537
6123,38498,Mahesh Lunch Home,Saki Naka,East,19.1070314505,72.8844789416,19.1082208,72.8835824,162.26588598336002
976,41589,Cafe Coffee Day,Girgaon,South,18.9555816465,72.8186806664,18.9543165,72.8179082,162.34694970590118
1025,18098267,Biryania,Mandvi,South,18.9555237,72.8333283,18.9550564,72.8347919,162.35179870538892
5115,19131395,OneRoof,Tagore Road,West,19.081267151,72.8374668583,19.0821047,72.836199,162.45400343203318
5116,41553,Camy Wafers,Tagore Road,West,19.0812649331,72.8374668583,19.0821047,72.836199,162.59533338649496
5117,19265861,Pizza Heaven,Tagore Road,West,19.0812646162,72.8374671936,19.0821047,72.836199,162.64438105599478
5119,18480376,Mr Sandwich,Tagore Road,West,19.0812649331,72.8374678642,19.0821047,72.836199,162.68185235914265
5118,19222970,Maharaja Meals,Tagore Road,West,19.0812649331,72.8374678642,19.0821047,72.836199,162.68185235914265
5120,18653422,The Happy Place,Tagore Road,West,19.0812649331,72.8374685347,19.0821047,72.836199,162.7395356126627
5121,18300394,For Goodness Cake,Tagore Road,West,19.0813029556,72.8374963626,19.0821047,72.836199,162.79197973657952
5122,35643,Mayur Restaurant & Bar,Tagore Road,West,19.0812652499,72.8374695405,19.0821047,72.836199,162.80590959630098
5123,18579260,WTC Pasta,Tagore Road,West,19.0813032725,72.8374970332,19.0821047,72.836199,162.83166338070467
1600,19554716,Sbarro,Cumballa Hill,South,18.969367,72.808086,18.9693073,72.8065375,162.86735629890947
977,19130111,Jayhind Hotel,Girgaon,South,18.9557627073,72.8176557273,18.9543165,72.8179082,162.88578062622514
6124,19207861,The Bigg Small Cafe + Bar,Saki Naka,East,19.1070301833,72.8844893351,19.1082208,72.8835824,163.01573095461507
5125,45946,Summer Garden,Tagore Road,West,19.0812690522,72.8374752402,19.0821047,72.836199,163.05584214462735
5124,45913,Burg's Bite House,Tagore Road,West,19.0812690522,72.8374752402,19.0821047,72.836199,163.05584214462735
5126,18767097,Splendid Cakes And More,Tagore Road,West,19.0812674679,72.8374745697,19.0821047,72.836199,163.098331783161
5127,19214446,Jai Ganesh Chaat,Tagore Road,West,19.0812677847,72.837474905,19.0821047,72.836199,163.1071788902601
5128,34120,Shiv Mahal,Tagore Road,West,19.081269369,72.8374762461,19.0821047,72.836199,163.12265084320592
5129,19314529,Aapplemint Cookies,Tagore Road,West,19.0812674679,72.8374752402,19.0821047,72.836199,163.15617171417537
7921,19553511,Chinese King,Oshiwara,West,19.1493515424,72.8329949453,19.1502437,72.8342294,163.1625336111249
5130,18378203,Créme De La Créme,Tagore Road,West,19.0812646162,72.8374735639,19.0821047,72.836199,163.19265999978643
5132,18878495,Amar Juice Centre,Tagore Road,West,19.0812674679,72.8374765813,19.0821047,72.836199,163.27188984117947
5131,18977071,Smart Frankie,Tagore Road,West,19.0812674679,72.8374765813,19.0821047,72.836199,163.27188984117947
5133,19103499,Udupi Tiffins,Tagore Road,West,19.0812677847,72.8374772519,19.0821047,72.836199,163.309716980097
5134,44119,Tosita Bakery,Tagore Road,West,19.0812677847,72.8374775872,19.0821047,72.836199,163.33866331706844
5135,19246606,Thambbi,Tagore Road,West,19.0812681016,72.8374782577,19.0821047,72.836199,163.3765131596279
5136,45947,Navratna,Tagore Road,West,19.0812677847,72.837478593,19.0821047,72.836199,163.42550845724963
5137,18674239,Santacruz Fruit and Juice Centre,Tagore Road,West,19.081269369,72.8374812752,19.0821047,72.836199,163.5572249216927
5138,45327,Laxmi Dairy,Tagore Road,West,19.0812696859,72.8374819458,19.0821047,72.836199,163.59523744831225
5139,45892,Janta Juice & Fast Food,Tagore Road,West,19.081269369,72.8374819458,19.0821047,72.836199,163.61521434498536
5140,18941843,Jain Dugdhalay,Tagore Road,West,19.0812684185,72.8374812752,19.0821047,72.836199,163.6171950708279
10,18393227,Dr Pia's OWN,Colaba,South,18.9158028143,72.8246056661,18.915091,72.8259691,163.70801604116352
978,18544178,Kullcha King,Girgaon,South,18.9556384064,72.817219533,18.9543165,72.8179082,163.76006664098324
1521,18719088,Zuha's Kitchen,Nagpada,South,18.9667052618,72.82866586,18.9681782,72.8286009,163.82272658505602
8408,18253050,Sweet Treats,Mulund (East),East,19.1690772127,72.9605359957,19.1704719,72.9610447,163.92478120126378
5141,18551425,Tongue Twister,Tagore Road,West,19.0812703196,72.8374873102,19.0821047,72.836199,164.0197061015289
7922,19377638,MJ's Cartwheel Cafe & Coworks,Oshiwara,West,19.1493420407,72.8329922631,19.1502437,72.8342294,164.02909650624488
4704,18471985,Hotel Jai Bhavani,Vidya Nagari,West,19.0723813574,72.8613552824,19.0723479,72.8629187,164.24014832602822
3415,19024937,Vijay Stores,Matunga,West,19.025969961,72.8503599018,19.0274356,72.8501467,164.4021467743027
7706,19500150,Marathavada,Bhandup West,East,19.145167246,72.9349983484,19.1462636,72.9339461,164.4546342370929
8610,35831,Chakra,Dindoshi,North,19.1755004361,72.8695718944,19.1740198,72.8695219,164.6195091819431
4705,19026844,London Bubble Co.,Vidya Nagari,West,19.072915919,72.8614706174,19.0723479,72.8629187,164.66345461041828
9407,19534163,Wow Bistro - Evershine Club,Thakur Village,North,19.2112,72.875984,19.2097189,72.8759248,164.70460395731587
7923,19590504,LBC - London Bubble Co,Oshiwara,West,19.151038,72.8329,19.1502437,72.8342294,165.1254038833284
1522,42916,Femistic Chinese,Nagpada,South,18.9666935301,72.8286819533,18.9681782,72.8286009,165.2038538594532
8409,18961226,Krazzy Kabab's,Mulund (East),East,19.1690021581,72.9612873495,19.1704719,72.9610447,165.29917234159308
409,42151,India Restaurant,Hutatma Chowk,South,18.9336375931,72.8329114616,18.933307,72.831377,165.42244573335358
5206,18560757,Tavola,Sen Nagar,West,19.0831036305,72.8449689969,19.0828321,72.8434193,165.52016829827195
6125,34301,Mahalaxmi Garden,Saki Naka,East,19.10677167,72.88394887,19.1082208,72.8835824,165.56849142881012
4334,17830869,Devil's Kitchen,Bandra (East),West,19.0630527101,72.8492598608,19.0616565,72.8498111,165.60458579237314
1712,19056437,Cafe F For Fries,Mumbai Central,South,18.9683917656,72.8202591464,18.9695855,72.8193152,165.6430969933315
4811,18719125,Khao Piyo,Khar,West,19.0710150012,72.8341191262,19.0724575,72.8337068,166.04427237392318
7924,18662685,The Big Bread Studio,Oshiwara,West,19.1510076849,72.835589312,19.1502437,72.8342294,166.09424303783973
3810,38925,Hanuman Restaurant,Sion East,West,19.0419845589,72.8640408441,19.0428153,72.8653563,166.18128945329653
6014,40342,Baisakhi - Hotel King's International,Juhu,West,19.1073419195,72.825981304,19.1070215,72.8275275,166.2138652211069
6508,18388687,Madeira & Mime,Powai,East,19.1201954559,72.9070882872,19.1187195,72.9073476,166.26021622601442
4617,18494155,The Pastelworks Co.,Tilak Nagar,East,19.0681431448,72.8989276662,19.0692377,72.8978464,166.40596056249862
6618,19113111,Sindhian Authentic Sindhi Cuisine,MIDC,West,19.1193591542,72.8636244312,19.1205119,72.8646365,166.43611702735404
5142,18922584,Homely Delights by Paaneri,Tagore Road,West,19.0811939576,72.8374574706,19.0821047,72.836199,166.4630142329555
7707,19108592,Punjabi's Home Kitchen,Bhandup West,East,19.1451713635,72.9350338876,19.1462636,72.9339461,166.64996253350998
8611,35963,Shanghai Restaurant & Bar,Dindoshi,North,19.1755197532,72.8695722297,19.1740198,72.8695219,166.76615838871905
105,44023,Bayview Cafe,Henry Road,South,18.9188907516,72.8321537375,18.9203617,72.8318368,166.82015562129564
4812,16524158,Supreme Spice - Pavillion Restaurant,Khar,West,19.0726015831,72.8321208805,19.0724575,72.8337068,167.32895673037646
7925,34818,Lucky Biryani,Oshiwara,West,19.1510653282,72.8355655074,19.1502437,72.8342294,167.35812736437074
4618,19126621,La Casaa Cafe,Tilak Nagar,East,19.0696486337,72.8993796185,19.0692377,72.8978464,167.37894754355867
4619,17833330,Kandoi Haribhai Damodar Mithaiwala,Tilak Nagar,East,19.0691121603,72.899434939,19.0692377,72.8978464,167.4218862042018
7708,19259370,Mad Over Cakes,Bhandup West,East,19.1450665251,72.9349145293,19.1462636,72.9339461,167.425511368219
3416,19417734,Bol Haddippaa,Matunga,West,19.0259410744,72.8503491104,19.0274356,72.8501467,167.43506628126943
5606,19015759,Santosh Hotel,Vile Parle (East),West,19.0977392888,72.8488115966,19.0962884,72.8483799,167.48188607813668
1026,49124,Suleman Usman Mithaiwala,Mandvi,South,18.9547058296,72.8332420439,18.9550564,72.8347919,167.48262008507393
6619,19101552,Krishna Dining Bar,MIDC,West,19.11935662,72.8636103496,19.1205119,72.8646365,167.5995564858831
5508,18805693,Hotel Gurukripa Mast Malvani,Barve Nagar,East,19.0938321797,72.8997376934,19.0952831,72.9001776,167.72084501792708
7709,18205933,Scoop Gelateria,Bhandup West,East,19.1449477505,72.9347297921,19.1462636,72.9339461,167.77942185716932
1311,19302365,Papa Jango's Pizza,Grant Road,South,18.9654284032,72.8147877753,18.9644472,72.8135727,167.91413560477406
1027,19359439,Fruitnatic,Mandvi,South,18.954687,72.833242,18.9550564,72.8347919,167.98614129512066
979,49797,Raj Bhog,Girgaon,South,18.9550289502,72.8193193674,18.9543165,72.8179082,168.1213402466867
3417,40325,Trilok Family Restaurant & Bar,Matunga,West,19.0277408087,72.8517154232,19.0274356,72.8501467,168.25360519628887
3020,18583325,Angrezi Dhaba,Dadar,South,19.0200049781,72.8414680436,19.019282,72.8428757,168.30034967116933
5207,18378238,Cafe Corner,Sen Nagar,West,19.082944888,72.8450179473,19.0828321,72.8434193,168.354592749231
4620,19043271,Body Fuel,Tilak Nagar,East,19.0677419745,72.8981025517,19.0692377,72.8978464,168.37583186374252
1523,19421425,Maasoli Lunch Home,Nagpada,South,18.9668957434,72.8294591608,18.9681782,72.8286009,168.65726215737288
6015,37109,Brownie Point,Juhu,West,19.1073682143,72.8259635344,19.1070215,72.8275275,168.68021544329414
4813,18888758,Lean Kitchen,Khar,West,19.072854,72.832155,19.0724575,72.8337068,168.82858372844782
4621,42794,Om Sai Juice And Fast Food,Tilak Nagar,East,19.0678278491,72.8972472623,19.0692377,72.8978464,168.8345733145857
980,19438672,Jayshree Zunka Bhakar Kendra,Girgaon,South,18.9529334375,72.8185759808,18.9543165,72.8179082,168.95946792701426
7605,18684810,Cookie me up,Lokhandwala,West,19.144644637,72.8245506808,19.1431889,72.824081,169.11641793433793
4207,19327733,Nineteen95 Patisserie,Bandra (West),West,19.058155,72.831866,19.0583358,72.8302669,169.157314450976
9133,18886246,Reuben's Restobar,Orlem,North,19.195835033,72.8382255882,19.1944819,72.8389662,169.2673267717407
5607,19027957,Baskin Robbins,Vile Parle (East),West,19.0977820599,72.8487086669,19.0962884,72.8483799,169.53547974321572
6927,16527281,Salad Days,Versova,West,19.1307901442,72.8198658675,19.13025205,72.8213774957082,169.5942296274358
7312,18963622,Chulha Chauka,Jogeshwari (West),West,19.1348794,72.8375828,19.136394,72.8373817,169.62908056730924
8814,18228548,Huckleberry's,Malad (West),North,19.1854601647,72.841733247,19.1840129,72.8412155,169.75937431013574
410,18647470,Juice Box,Hutatma Chowk,South,18.9323969524,72.8326781094,18.933307,72.831377,170.09241104591428
8305,19147766,Medha Malvan,Goregaon (East),North,19.1704126735,72.8563251346,19.1692623,72.8552548,170.18649033939187
6405,18677748,Just Biryani,Tagore Nagar,East,19.1191564138,72.9323168099,19.1176276,72.9322006,170.32720465380842
981,19340591,Sbarro,Girgaon,South,18.953944,72.816333,18.9543165,72.8179082,170.64972896120346
3021,19046057,Shree Datta Tea And Fastfood Corner,Dadar,South,19.0198740687,72.8413751721,19.019282,72.8428757,170.82209591824798
8410,18713181,Jahingirdhar Foods,Mulund (East),East,19.1719881676,72.9607700184,19.1704719,72.9610447,170.94426345335305
1801,18652242,Hoggers,Tulsi Wadi,South,18.9795335491,72.8191996738,18.9779948,72.8191822,171.00352722478402
1802,18711172,Lazzez Rolls & More,Tulsi Wadi,South,18.9795268911,72.8193549067,18.9779948,72.8191822,171.21837770429153
5208,18953451,Domino's Pizza,Sen Nagar,West,19.0819930635,72.844786942,19.0828321,72.8434193,171.23764839278041
3100,19543624,Hunger Hut,Antop Hill,South,19.021992,72.864275,19.0207608,72.8652556,171.26564490552943
9932,19176458,Lean Monkey's Kitchen,Borivali West,North,19.2303351155,72.8466497362,19.2294561,72.8479905,171.26652634474274
7926,18544799,Hope's Kitchen,Oshiwara,West,19.1509779132,72.8356647491,19.1502437,72.8342294,171.34821117974184
1803,16505343,Tonamec,Tulsi Wadi,South,18.9795367196,72.8192006797,18.9779948,72.8191822,171.35699443486257
8612,19012092,Desi Shack,Dindoshi,North,19.1745345776,72.867982015,19.1740198,72.8695219,171.45149001701296
1713,19318475,Salim's Shahi Sigdi,Mumbai Central,South,18.9683610098,72.8203111142,18.9695855,72.8193152,171.66659685438393
2015,40589,Vedanta Veg Delite,Jacob Circle,South,18.9806264127,72.8283577412,18.9810531,72.82678629995553,171.80430544240602
1407,18466005,Nanumal Bhojraj,Mazgaon,South,18.969353,72.840898,18.9680519,72.84001187036267,171.97921340071292
8815,19377870,Koli Sea Foods,Malad (West),North,19.183054,72.839929,19.1840129,72.8412155,172.00589094356445
9134,19327214,Rajlaxmi Hotel,Orlem,North,19.195187,72.837502,19.1944819,72.8389662,172.48750770631185
106,18383008,Tier Nom Patisserie,Henry Road,South,18.9209446,72.8303152,18.9203617,72.8318368,172.56995503762295
4208,19546637,Monèr - Bistro & Dessert Bar,Bandra (West),West,19.0593396744,72.8290125355,19.0583358,72.8302669,172.63503230009135
1312,19345545,Aanchocs,Grant Road,South,18.965196,72.812133,18.9644472,72.8135727,172.67432181203662
11,19473381,Flaming China,Colaba,South,18.9145698,72.8244216,18.915091,72.8259691,172.68291471122967
9135,34728,Garden Court Restaurant,Orlem,North,19.1935090168,72.8402523324,19.1944819,72.8389662,172.93601547990397
6620,41001,Ganesh Palace Restaurant & Bar,MIDC,West,19.1192761574,72.86363516,19.1205119,72.8646365,172.94750530920976
4209,18718963,Coffee By Di Bella,Bandra (West),West,19.0597668505,72.8296183795,19.0583358,72.8302669,172.9999984110588
4706,18579406,Baskin Robbins,Vidya Nagari,West,19.073079,72.861464,19.0723479,72.8629187,173.0379829734075
4622,18924971,Frozen Flames,Tilak Nagar,East,19.0706290479,72.8985866904,19.0692377,72.8978464,173.06209220082832
1714,32374,Captain Cook,Mumbai Central,South,18.9686416165,72.820628956,18.9695855,72.8193152,173.38727852331607
4000,19180773,Bikkgane Biryani,BSNL Telecom Factory,East,19.047183,72.916839,19.046900450000003,72.91846239254781,173.38957044404168
6621,19587305,Shree Swami Samarth Chicken Snacks,MIDC,West,19.11922,72.86371,19.1205119,72.8646365,173.4161874806084
411,37637,Pratap Lunch Home,Hutatma Chowk,South,18.9335839971,72.833000645,18.933307,72.831377,173.41954267836888
8501,17830868,Morbiwala Sweet Mart,Mulund (West),East,19.1715853492,72.9527964816,19.1719717,72.9511956,173.4297742379285
3811,19430792,Nutan Ice Cream,Sion East,West,19.0413415072,72.8659086674,19.0428153,72.8653563,173.74996552784395
7313,18936172,Hotel Shree Krishan,Jogeshwari (West),West,19.134835,72.837513,19.136394,72.8373817,173.79158367910753
8306,19510528,Pepper's,Goregaon (East),North,19.1706156677,72.8560850769,19.1692623,72.8552548,173.81871340224524
107,49261,Colaba Social,Henry Road,South,18.9218060978,72.8324722499,18.9203617,72.8318368,173.853921405466
1715,19545397,Snack N Slurp,Mumbai Central,South,18.9686742747,72.8206614777,18.9695855,72.8193152,173.98390924562858
9933,19157272,Hunger Feast,Borivali West,North,19.2304003286,72.8466658294,19.2294561,72.8479905,174.15003439301816
9408,19269014,Royal Pro Cake & Baker's,Thakur Village,North,19.210604,72.874555,19.2097189,72.8759248,174.17292746840266
3418,32223,Hotel Ram Ashraya,Matunga,West,19.0280507923,72.8516738489,19.0274356,72.8501467,174.39034793448593
3022,19304823,The Kshitij Hotel,Dadar,South,19.0178495567,72.8435551375,19.019282,72.8428757,174.45248849075304
10006,32025,Aashirwad,Mount Poinsur,North,19.244715873,72.8522387892,19.2432246,72.8527611,174.54315214001772
4001,19452760,Olives Gourmet Kitchen,BSNL Telecom Factory,East,19.0470459,72.9168069,19.046900450000003,72.91846239254781,174.6444117846878
9136,18075155,Foodies Express,Orlem,North,19.194090049,72.8373538703,19.1944819,72.8389662,174.72314621891118
7927,18441037,Patiala Junction,Oshiwara,West,19.149628,72.832697,19.1502437,72.8342294,174.81073415303752
6509,18824980,Bayroute,Powai,East,19.1202622964,72.9070185497,19.1187195,72.9073476,174.8898519808209
3419,18011687,The Bogeto Café,Matunga,West,19.0258758237,72.850368619,19.0274356,72.8501467,174.89115959946795
9409,19554761,Food Hub,Thakur Village,North,19.2108314,72.874741,19.2097189,72.8759248,175.25802508164875
9410,19502292,Love & Cheesecake,Thakur Village,North,19.2108314,72.874741,19.2097189,72.8759248,175.25802508164875
9411,19432506,Chai Sutta Bar,Thakur Village,North,19.2108314,72.874741,19.2097189,72.8759248,175.25802508164875
3500,18461672,Nimantran,Fertilizer Colony,East,19.0353409448,72.8954478353,19.0368069,72.8960683,175.4597032797427
4707,18966773,Matruchaya Vada Pav,Vidya Nagari,West,19.0713293402,72.8641970828,19.0723479,72.8629187,175.60721797304254
8613,18730188,Bikaji,Dindoshi,North,19.1745934793,72.8679622337,19.1740198,72.8695219,175.67804605330846
8114,19448895,3Guys Restaurant,Goregaon (West),North,19.163135,72.839538,19.1633281,72.8411995,175.71840581805546
4708,19177234,Kripa Saagar,Vidya Nagari,West,19.0730150995,72.8614008799,19.0723479,72.8629187,175.80761487221278
7928,19609391,The C Spot Cafe,Oshiwara,West,19.1504892118,72.8358846903,19.1502437,72.8342294,175.8937601149263
4002,19300008,Bourbon Artisan Bakery,BSNL Telecom Factory,East,19.0471093491,72.9168012882,19.046900450000003,72.91846239254781,176.0217529152701
2717,19345427,Jose & Isabella's Italian Pizzas,Prabhadevi,South,19.016168,72.828936,19.0148811,72.8279556,176.2394909422548
4709,19292630,Arabe Q Nation,Vidya Nagari,West,19.0725109579,72.861247994,19.0723479,72.8629187,176.3990731623701
10110,36093,A-1 Fast Food Corner,Dahisar,North,19.24795975,72.8590408713,19.2494501,72.8596206,176.43022167076384
8614,19544365,Swameen's Restaurant,Dindoshi,North,19.175167,72.870684,19.1740198,72.8695219,176.43566210385632
4903,19566373,Gebi Sagar Juice and Snacks Bar,Rajawadi,East,19.0789018,72.9038693,19.0782013,72.90235517639476,177.04612504931325
1028,19314023,Barsati Hotel,Mandvi,South,18.956541,72.8354082,18.9550564,72.8347919,177.23614622674106
9303,19616947,Lovebites Cake & Cafe,Kandivli (East),North,19.2095728855,72.8626595672,19.2080542,72.8621435,177.24025698496484
7001,18778233,Feast2Fit,Janata Colony,West,19.1317229992,72.8589382768,19.132504,72.8574656,177.30542521391496
810,32292,Ideal Refreshment,Kalbadevi,South,18.9477089598,72.8283627704,18.9492575,72.8279382,177.77343495455906
7929,37578,Kolkata Konnection,Oshiwara,West,19.150878146,72.8357844427,19.1502437,72.8342294,177.81554755562036
3711,19075591,The Paan Story,Mahim,West,19.041,72.8408,19.0423145,72.8398344,177.8365798130916
12,18937942,Sassoon Dock Family Restaurant,Colaba,South,18.9146286,72.8243492,18.915091,72.8259691,177.87475557041523
8115,18228638,7th Heaven,Goregaon (West),North,19.163182625,72.842887938,19.1633281,72.8411995,177.96660884563246
1313,18923490,Brijwasi Sweets,Grant Road,South,18.9628448511,72.81353686,18.9644472,72.8135727,178.1010362687186
412,18519592,Fresco Juice Cafe,Hutatma Chowk,South,18.9336363246,72.8330355138,18.933307,72.831377,178.13082336805746
2316,41517,Sawantwadi Lunch Home,Delisle Road,South,18.9917131666,72.8314644098,18.9932602,72.8310115,178.37965055619048
8615,19154800,Souffle,Dindoshi,North,19.1756127,72.8697438,19.1740198,72.8695219,178.53687445696363
3812,49400,Tortaa,Sion East,West,19.0419893128,72.8638963401,19.0428153,72.8653563,178.7298116623485
8307,19470793,Persia Darbar,Goregaon (East),North,19.1707648255,72.8546443954,19.1692623,72.8552548,178.8389610880067
